Executable,Stack Allocs,Stack Inspector Runs,Heap Allocs,Heap Frees,Summary Bytes Allocated,Average Bytes Per Allocation,Valgrind Runs,Valgrind Error Summary,Stack Allocs Fraction,Heap Allocs Fraction,Executable Size,Elapsed Time,Status,Language
./repos/c++/benchmark/build/test/user_counters_thousands_test,972777.0,1.0,100576.0,100572.0,1541490.0,15.3266186764238,1.0,0.0,0.906297369085473,0.0937026309145267,603536.0,2.99771213531494,1.0,C++
./repos/c++/benchmark/build/test/user_counters_test,4186093.0,1.0,512771.0,512767.0,3904194.0,7.61391342334102,1.0,0.0,0.890873411105323,0.109126588894678,669808.0,27.4563026428223,1.0,C++
./repos/c++/benchmark/build/test/user_counters_tabular_test,10562738.0,1.0,1549412.0,1541202.0,7212531.0,4.65501170766717,1.0,0.0,0.872077872219218,0.127922127780782,671248.0,44.0515174865723,1.0,C++
./repos/c++/benchmark/build/test/time_unit_gtest,5602.0,1.0,274.0,274.0,121174.0,442.240875912409,1.0,0.0,0.953369639210347,0.0466303607896528,1052008.0,2.21662998199463,1.0,C++
./repos/c++/benchmark/build/test/templated_fixture_test,6697.0,1.0,281.0,277.0,284030.0,1010.78291814947,1.0,0.0,0.959730581828604,0.0402694181713958,494816.0,6.00580048561096,1.0,C++
./repos/c++/benchmark/build/test/string_util_gtest,16587.0,1.0,2900.0,2900.0,453338.0,156.323448275862,1.0,0.0,0.851182839841946,0.148817160158054,1149440.0,2.37012839317322,1.0,C++
./repos/c++/benchmark/build/test/statistics_gtest,5844.0,1.0,259.0,259.0,121317.0,468.405405405405,1.0,0.0,0.957561854825496,0.0424381451745043,1055056.0,2.07917547225952,1.0,C++
./repos/c++/benchmark/build/test/spec_arg_verbosity_test,1094.0,1.0,43.0,43.0,75661.0,1759.55813953488,1.0,0.0,0.962181178540018,0.0378188214599824,489368.0,1.9431517124176,1.0,C++
./repos/c++/benchmark/build/test/spec_arg_test,1181.0,1.0,51.0,41.0,76804.0,1505.96078431373,1.0,0.0,0.958603896103896,0.0413961038961039,498272.0,2.17944622039795,1.0,C++
./repos/c++/benchmark/build/test/skip_with_error_test,103245719.0,1.0,1540.0,1536.0,449901.0,292.143506493507,1.0,0.0,0.999985084349794,1.49156502062684e-05,521536.0,24.9591128826141,1.0,C++
./repos/c++/benchmark/build/test/reporter_output_test,8844090.0,1.0,822654.0,822650.0,8816996.0,10.7177452489139,1.0,0.0,0.914898542880622,0.0851014571193775,713728.0,26.1180996894836,1.0,C++
./repos/c++/benchmark/build/test/report_aggregates_only_test,9826.0,1.0,443.0,439.0,330535.0,746.128668171558,1.0,0.0,0.956860453792969,0.0431395462070309,573944.0,2.31035232543945,1.0,C++
./repos/c++/benchmark/build/test/repetitions_test,1593821.0,1.0,212666.0,210779.0,1796764.0,8.4487600274609,1.0,0.0,0.882276484691005,0.117723515308995,595464.0,3.66155886650085,1.0,C++
./repos/c++/benchmark/build/test/register_benchmark_test,26479.0,1.0,643.0,639.0,366568.0,570.090202177294,1.0,0.0,0.976292308826783,0.0237076911732173,529208.0,2.33209538459778,1.0,C++
./repos/c++/benchmark/build/test/perf_counters_test,10801.0,1.0,250.0,250.0,113808.0,455.232,1.0,0.0,0.977377612885712,0.0226223871142883,579296.0,1.87225818634033,1.0,C++
./repos/c++/benchmark/build/test/perf_counters_gtest,10047.0,1.0,550.0,550.0,163432.0,297.149090909091,1.0,0.0,0.948098518448618,0.0519014815513825,1135928.0,2.15445756912231,1.0,C++
./repos/c++/benchmark/build/test/options_test,180122.0,1.0,4027.0,4023.0,1111998.0,276.135584802583,1.0,0.0,0.978131838891333,0.0218681611086674,502192.0,91.7030022144318,1.0,C++
./repos/c++/benchmark/build/test/multiple_ranges_test,53026.0,1.0,1780.0,1776.0,462087.0,259.599438202247,1.0,0.0,0.967521804182024,0.0324781958179761,508288.0,37.2003219127655,1.0,C++
./repos/c++/benchmark/build/test/min_time_parse_gtest,4516.0,1.0,220.0,220.0,116920.0,531.454545454546,1.0,0.0,0.953547297297297,0.0464527027027027,1037856.0,2.06966638565063,1.0,C++
./repos/c++/benchmark/build/test/memory_manager_test,209378.0,1.0,23548.0,23544.0,470868.0,19.9960930864617,1.0,0.0,0.898903514420889,0.101096485579111,574536.0,4.7714273929596,1.0,C++
./repos/c++/benchmark/build/test/map_test,335017746.0,1.0,7826787.0,7826783.0,313362462.0,40.0371777077874,1.0,0.0,0.97717103162908,0.0228289683709205,499296.0,44.0948445796967,1.0,C++
./repos/c++/benchmark/build/test/link_main_test,4709.0,1.0,218.0,214.0,276840.0,1269.90825688073,1.0,0.0,0.955754008524457,0.0442459914755429,489432.0,4.44348359107971,1.0,C++
./repos/c++/benchmark/build/test/internal_threading_test,30617250.0,1.0,3025.0,3021.0,1016861.0,336.152396694215,1.0,0.0,0.999901209247794,9.87907522058505e-05,583384.0,8.0529477596283,1.0,C++
./repos/c++/benchmark/build/test/fixture_test,17059.0,1.0,705.0,701.0,311133.0,441.323404255319,1.0,0.0,0.960312992569241,0.0396870074307588,499096.0,2.58170390129089,1.0,C++
./repos/c++/benchmark/build/test/filter_test,14358.0,1.0,357.0,353.0,312949.0,876.607843137255,1.0,0.0,0.975739041794088,0.0242609582059123,502832.0,2.24097442626953,1.0,C++
./repos/c++/benchmark/build/test/donotoptimize_test,973.0,1.0,38.0,38.0,75085.0,1975.92105263158,1.0,0.0,0.962413452027695,0.0375865479723047,489224.0,1.81373143196106,1.0,C++
./repos/c++/benchmark/build/test/display_aggregates_only_test,11373.0,1.0,523.0,519.0,350772.0,670.692160611855,1.0,0.0,0.956035642232683,0.0439643577673168,573944.0,2.38148260116577,1.0,C++
./repos/c++/benchmark/build/test/diagnostics_test,6543.0,1.0,281.0,277.0,284279.0,1011.66903914591,1.0,0.0,0.958821805392732,0.0411781946072685,498264.0,6.65153408050537,1.0,C++
./repos/c++/benchmark/build/test/cxx03_test,20292.0,1.0,635.0,631.0,345087.0,543.444094488189,1.0,0.0,0.969656424714484,0.0303435752855163,503560.0,17.9586777687073,1.0,C++
./repos/c++/benchmark/build/test/complexity_test,662611614.0,1.0,357438.0,357434.0,6765532.0,18.9278476267213,1.0,0.0,0.99946085266134,0.0005391473386603,588576.0,73.1856327056885,1.0,C++
./repos/c++/benchmark/build/test/commandlineflags_gtest,13933.0,1.0,589.0,589.0,160970.0,273.293718166384,1.0,0.0,0.959440848367993,0.0405591516320066,1168024.0,2.2004017829895,1.0,C++
./repos/c++/benchmark/build/test/benchmark_test,8346451401.0,1.0,29576534.0,29576530.0,1740807147.0,58.8577129084835,1.0,0.0,0.996468906953329,0.0035310930466709,521384.0,270.651023864746,1.0,C++
./repos/c++/benchmark/build/test/benchmark_setup_teardown_test,22966.0,1.0,733.0,729.0,374991.0,511.583901773533,1.0,0.0,0.969070424912444,0.0309295750875564,499520.0,3.01009106636047,1.0,C++
./repos/c++/benchmark/build/test/benchmark_random_interleaving_gtest,81602.0,1.0,1594.0,1587.0,779538.0,489.045169385194,1.0,0.0,0.980840425020434,0.0191595749795663,1084200.0,2.47225022315979,1.0,C++
./repos/c++/benchmark/build/test/benchmark_name_gtest,8261.0,1.0,400.0,400.0,131378.0,328.445,1.0,0.0,0.953815956586999,0.0461840434130008,1082336.0,2.12735223770142,1.0,C++
./repos/c++/benchmark/build/test/benchmark_min_time_flag_time_test,9085.0,1.0,285.0,281.0,289189.0,1014.69824561404,1.0,0.0,0.969583778014941,0.0304162219850587,498680.0,2.26374483108521,1.0,C++
./repos/c++/benchmark/build/test/benchmark_min_time_flag_iters_test,4180.0,1.0,211.0,207.0,274390.0,1300.42654028436,1.0,0.0,0.951947164654976,0.0480528353450239,498448.0,2.2389965057373,1.0,C++
./repos/c++/benchmark/build/test/benchmark_gtest,15573.0,1.0,710.0,710.0,161259.0,227.125352112676,1.0,0.0,0.956396241478843,0.043603758521157,1250576.0,2.2357337474823,1.0,C++
./repos/c++/benchmark/build/test/basic_test,131274861.0,1.0,2973.0,2969.0,810217.0,272.525058863101,1.0,0.0,0.999977353374066,2.26466259338191e-05,502664.0,79.6352963447571,1.0,C++
./repos/c++/benchmark/build/test/args_product_test,26577.0,1.0,951.0,947.0,351954.0,370.08832807571,1.0,0.0,0.965453356582389,0.0345466434176112,508432.0,26.7086763381958,1.0,C++
./repos/c++/OpenCC/build/dbg/src/UTF8UtilTest,6422.0,1.0,285.0,285.0,128633.0,451.343859649123,1.0,0.0,0.957507082152975,0.0424929178470255,658088.0,5.73092722892761,1.0,C++
./repos/c++/OpenCC/build/dbg/src/UTF8StringSliceTest,13432.0,1.0,408.0,408.0,137235.0,336.360294117647,1.0,0.0,0.970520231213873,0.0294797687861272,624680.0,5.86548805236816,1.0,C++
./repos/c++/OpenCC/build/dbg/src/TextDictTest,48140.0,1.0,522.0,522.0,155819.0,298.503831417625,1.0,0.0,0.98927294398093,0.0107270560190703,796200.0,5.72174167633057,1.0,C++
./repos/c++/OpenCC/build/dbg/src/SimpleConverterTest,6016.0,1.0,2318.0,2318.0,966696.0,417.038826574633,1.0,0.0,0.721862251019918,0.278137748980082,532720.0,6.64424848556519,1.0,C++
./repos/c++/OpenCC/build/dbg/src/SerializedValuesTest,19208.0,1.0,325.0,325.0,134849.0,414.92,1.0,0.0,0.983361490810423,0.0166385091895766,738368.0,5.63088321685791,1.0,C++
./repos/c++/OpenCC/build/dbg/src/PhraseExtractTest,169066.0,1.0,2986.0,2986.0,449855.0,150.654722036169,1.0,0.0,0.982644781810151,0.0173552181898496,720840.0,6.65100240707398,1.0,C++
./repos/c++/OpenCC/build/dbg/src/MaxMatchSegmentationTest,16658.0,1.0,291.0,291.0,124301.0,427.151202749141,1.0,0.0,0.982830845477609,0.0171691545223907,885848.0,5.63859987258911,1.0,C++
./repos/c++/OpenCC/build/dbg/src/MarisaDictTest,64669.0,1.0,1172.0,1172.0,257454.0,219.670648464164,1.0,0.0,0.982199541319239,0.0178004586807612,828496.0,6.05199885368347,1.0,C++
./repos/c++/OpenCC/build/dbg/src/DictGroupTest,40388.0,1.0,425.0,425.0,131476.0,309.355294117647,1.0,0.0,0.989586651312082,0.0104133486879181,877784.0,5.310542345047,1.0,C++
./repos/c++/OpenCC/build/dbg/src/DartsDictTest,49875.0,1.0,478.0,478.0,554354.0,1159.73640167364,1.0,0.0,0.990507020435724,0.0094929795642762,818720.0,5.55681848526001,1.0,C++
./repos/c++/OpenCC/build/dbg/src/ConversionTest,27511.0,1.0,352.0,352.0,128816.0,365.954545454545,1.0,0.0,0.987366758784051,0.0126332412159495,877744.0,5.62943530082703,1.0,C++
./repos/c++/OpenCC/build/dbg/src/ConversionChainTest,33958.0,1.0,319.0,319.0,125011.0,391.884012539185,1.0,0.0,0.990693467923097,0.0093065320769028,1054928.0,5.26270008087158,1.0,C++
./repos/c++/OpenCC/build/dbg/src/ConfigTest,146162.0,1.0,1559.0,1559.0,755145.0,484.377806286081,1.0,0.0,0.989446321105327,0.0105536788946731,514536.0,6.53374123573303,1.0,C++
./repos/c++/OpenCC/build/dbg/src/BinaryDictTest,32656.0,1.0,352.0,352.0,136370.0,387.414772727273,1.0,0.0,0.989335918565196,0.0106640814348037,817600.0,5.09622263908386,1.0,C++
./repos/c++/MyTinySTL/bin/stltest,1986595599.0,1.0,154933799.0,117152342.0,1166258636.0,7.527464268787471,1.0,0.0,0.9276527330679212,0.0723472669320787,823256.0,1429.819373369217,1.0,C++
openssl/test/x509aux,674.0,1.0,68.0,19.0,3538.0,52.0294117647059,1.0,0.0,0.908355795148248,0.091644204851752,97816.0,1.27043914794922,1.0,C
openssl/test/x509_time_test,8111.0,1.0,1818.0,1818.0,73835.0,40.6133113311331,1.0,0.0,0.816899989928492,0.183100010071508,103760.0,1.46043968200684,1.0,C
openssl/test/x509_test,618.0,1.0,11438.0,11438.0,841212.0,73.5453750655709,1.0,0.0,0.0512607830126078,0.948739216987392,98352.0,2.43787574768066,1.0,C
openssl/test/x509_load_cert_file_test,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102408.0,1.0800666809082,1.0,C
openssl/test/x509_internal_test,96077.0,1.0,1603.0,1603.0,62377.0,38.9126637554585,1.0,0.0,0.983589271089271,0.0164107289107289,4956280.0,1.42864394187927,1.0,C
openssl/test/x509_dup_cert_test,757.0,1.0,68.0,19.0,3538.0,52.0294117647059,1.0,0.0,0.917575757575758,0.0824242424242424,97624.0,1.14830136299133,1.0,C
openssl/test/x509_check_cert_pkey_test,824.0,1.0,68.0,19.0,3538.0,52.0294117647059,1.0,0.0,0.923766816143498,0.0762331838565022,102608.0,1.29822564125061,1.0,C
openssl/test/wpackettest,3486780.0,1.0,15245.0,15245.0,963589.0,63.2068875040997,1.0,0.0,0.995646804348912,0.0043531956510875,4976904.0,2.21151232719421,1.0,C
openssl/test/versions,15.0,1.0,1.0,1.0,4096.0,4096.0,1.0,0.0,0.9375,0.0625,25000.0,1.1596519947052,1.0,C
openssl/test/verify_extra_test,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108880.0,1.05159664154053,1.0,C
openssl/test/v3nametest,457907.0,1.0,195604.0,195604.0,4051418.0,20.7123473957588,1.0,0.0,0.700687517119069,0.299312482880931,112736.0,3.29045462608337,1.0,C
openssl/test/v3ext,759.0,1.0,68.0,19.0,3538.0,52.0294117647059,1.0,0.0,0.917775090689238,0.0822249093107618,112128.0,1.29263615608215,1.0,C
openssl/test/user_property_test,778.0,1.0,7696.0,7696.0,217423.0,28.2514293139293,1.0,0.0,0.0918102430965306,0.90818975690347,98272.0,1.56848239898682,1.0,C
openssl/test/upcallstest,595.0,1.0,2540.0,2456.0,94880.0,37.3543307086614,1.0,0.0,0.189792663476874,0.810207336523126,98264.0,1.51921963691711,1.0,C
openssl/test/uitest,711.0,1.0,1528.0,1528.0,61150.0,40.0196335078534,1.0,0.0,0.317552478785172,0.682447521214828,104024.0,1.2674868106842,1.0,C
openssl/test/trace_api_test,84062.0,1.0,1584.0,1584.0,62064.0,39.1818181818182,1.0,0.0,0.981505265861803,0.0184947341381968,4959688.0,1.2446780204773,1.0,C
openssl/test/tls13secretstest,630.0,1.0,9024.0,9024.0,836815.0,92.7321586879433,1.0,0.0,0.0652579241765072,0.934742075823493,133448.0,1.86889123916626,1.0,C
openssl/test/tls13encryptiontest,435393.0,1.0,5154.0,5154.0,628465.0,121.937330228948,1.0,0.0,0.988300907735157,0.0116990922648435,5011368.0,1.77439308166504,1.0,C
openssl/test/tls13ccstest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,142760.0,1.18711066246033,1.0,C
openssl/test/timing_load_creds,45.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4897168.0,1.19565939903259,1.0,C
openssl/test/time_test,82211.0,1.0,1584.0,1584.0,62063.0,39.1811868686869,1.0,0.0,0.981096724148219,0.0189032758517811,4959776.0,1.21160316467285,1.0,C
openssl/test/time_offset_test,1781.0,1.0,1517.0,1517.0,64885.0,42.7719182597231,1.0,0.0,0.540024257125531,0.459975742874469,97648.0,1.29721331596375,1.0,C
openssl/test/threadstest_fips,533.0,1.0,4971.0,4971.0,207623.0,41.7668477167572,1.0,0.0,0.0968386627906977,0.903161337209302,97664.0,1.53677797317505,1.0,C
openssl/test/threadstest,10165.0,1.0,89.0,14.0,4738.0,53.2359550561798,1.0,0.0,0.991320460308172,0.0086795396918275,5002712.0,1.1774308681488,1.0,C
openssl/test/threadpool_test,88489.0,1.0,1730.0,1730.0,69923.0,40.4179190751445,1.0,0.0,0.980824438311221,0.0191755616887795,4960328.0,1.45938611030579,1.0,C
openssl/test/test_test,16465.0,1.0,1623.0,1623.0,67178.0,41.3912507701787,1.0,0.0,0.910272003538257,0.0897279964617426,127168.0,1.64118838310242,1.0,C
openssl/test/sysdefaulttest,769.0,1.0,9017.0,9017.0,828370.0,91.8675834534768,1.0,0.0,0.0785816472511752,0.921418352748825,97640.0,1.99648022651672,1.0,C
openssl/test/stack_test,2119.0,1.0,1574.0,1574.0,61886.0,39.3176620076239,1.0,0.0,0.573788248036826,0.426211751963174,107720.0,1.34776020050049,1.0,C
openssl/test/sslcorrupttest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,138568.0,1.02598190307617,1.0,C
openssl/test/sslbuffertest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,137704.0,1.02566337585449,1.0,C
openssl/test/sslapitest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,455320.0,0.902371406555176,1.0,C
openssl/test/ssl_test_ctx_test,767.0,1.0,1512.0,1511.0,56811.0,37.5734126984127,1.0,1.0,0.336551118911803,0.663448881088197,127480.0,1.23095560073853,1.0,C
openssl/test/ssl_test,837.0,1.0,1512.0,1511.0,56811.0,37.5734126984127,1.0,1.0,0.35632183908046,0.64367816091954,174032.0,1.5379638671875,1.0,C
openssl/test/ssl_old_test,687004.0,1.0,7858.0,7858.0,1119198.0,142.427844235174,1.0,0.0,0.988691279707338,0.0113087202926624,6015056.0,2.53539228439331,1.0,C
openssl/test/ssl_handshake_rtt_test,997305.0,1.0,10205.0,10205.0,1452407.0,142.323076923077,1.0,0.0,0.989871068277238,0.0101289317227621,5987000.0,1.98257422447205,1.0,C
openssl/test/ssl_ctx_test,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97960.0,1.14126253128052,1.0,C
openssl/test/ssl_cert_table_internal_test,528.0,1.0,1504.0,1504.0,59246.0,39.3922872340426,1.0,0.0,0.259842519685039,0.740157480314961,97560.0,1.30788373947144,1.0,C
openssl/test/srptest,4605.0,1.0,8285.0,8285.0,758204.0,91.5152685576343,1.0,0.0,0.357253685027153,0.642746314972847,102488.0,2.1548216342926,1.0,C
openssl/test/sparse_array_test,85506.0,1.0,1703.0,1703.0,76794.0,45.0933646506166,1.0,0.0,0.98047219897029,0.0195278010297102,4960040.0,1.4063413143158,1.0,C
openssl/test/sm4_internal_test,14082174.0,1.0,1584.0,1584.0,62055.0,39.1761363636364,1.0,0.0,0.999887530018621,0.0001124699813785,4959912.0,4.08026385307312,1.0,C
openssl/test/sm3_internal_test,82189.0,1.0,1584.0,1584.0,62051.0,39.1736111111111,1.0,0.0,0.9810917598749,0.0189082401251,4959904.0,1.38979983329773,1.0,C
openssl/test/sm2_internal_test,4619163.0,1.0,6139.0,6139.0,321164.0,52.3153608079492,1.0,0.0,0.998672735315445,0.0013272646845546,4969152.0,2.41339898109436,1.0,C
openssl/test/siphash_internal_test,186407.0,1.0,1585.0,1585.0,62074.0,39.1634069400631,1.0,0.0,0.991568790161283,0.0084312098387165,4968064.0,1.46170234680176,1.0,C
openssl/test/shlibloadtest,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25736.0,1.15614771842957,1.0,C
openssl/test/sha_test,884.0,1.0,5022.0,5022.0,209543.0,41.7250099561928,1.0,0.0,0.14967829326109,0.85032170673891,98000.0,1.71659564971924,1.0,C
openssl/test/servername_test,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,138232.0,1.01638293266296,1.0,C
openssl/test/secmemtest,889.0,1.0,1521.0,1521.0,60918.0,40.0512820512821,1.0,0.0,0.368879668049793,0.631120331950207,98016.0,1.35918712615967,1.0,C
openssl/test/sanitytest,86911.0,1.0,1591.0,1591.0,62218.0,39.1062225015713,1.0,0.0,0.982023005129828,0.0179769948701724,4960096.0,3.36287927627563,1.0,C
openssl/test/safe_math_test,4808.0,1.0,1508.0,1508.0,59302.0,39.3249336870027,1.0,0.0,0.761241291956935,0.238758708043065,110048.0,1.29376268386841,1.0,C
openssl/test/rsa_x931_test,6237144.0,1.0,6150.0,6150.0,606524.0,98.6217886178862,1.0,0.0,0.99901494307332,0.00098505692668,4964688.0,3.26228785514832,1.0,C
openssl/test/rsa_test,8497365.0,1.0,22760.0,22760.0,2363347.0,103.837741652021,1.0,0.0,0.997328677689588,0.0026713223104121,4971288.0,4.31246995925903,1.0,C
openssl/test/rsa_sp800_56b_test,15650162.0,1.0,8603.0,8603.0,2710236.0,315.033825409741,1.0,0.0,0.999450595241706,0.0005494047582935,4972992.0,39.0742945671082,1.0,C
openssl/test/rsa_mp_test,4275549.0,1.0,7043.0,7043.0,2029313.0,288.131904018174,1.0,0.0,0.998355435213067,0.0016445647869327,4964360.0,5.19646811485291,1.0,C
openssl/test/rsa_complex,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24752.0,1.12277412414551,1.0,C
openssl/test/rpktest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,152984.0,1.13050699234009,1.0,C
openssl/test/recordlentest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133552.0,1.01796340942383,1.0,C
openssl/test/rdcpu_sanitytest,3251.0,1.0,90.0,15.0,8834.0,98.1555555555556,1.0,0.0,0.973061957497755,0.0269380425022448,4959736.0,1.19677305221558,1.0,C
openssl/test/rc5test,3188.0,1.0,90.0,15.0,8834.0,98.1555555555556,1.0,0.0,0.972544234289201,0.0274557657107993,4959728.0,1.30072355270386,1.0,C
openssl/test/rc4test,182277.0,1.0,1587.0,1587.0,62116.0,39.1405166981727,1.0,0.0,0.991368620284558,0.0086313797154418,4960616.0,1.59799957275391,1.0,C
openssl/test/rc2test,85527.0,1.0,1584.0,1584.0,62051.0,39.1736111111111,1.0,0.0,0.981816303337122,0.0181836966628784,4959984.0,1.37384915351868,1.0,C
openssl/test/rand_test,593168.0,1.0,6154.0,6154.0,589699.0,95.8236919077023,1.0,0.0,0.989731730188446,0.0102682698115537,4964344.0,1.80995059013367,1.0,C
openssl/test/rand_status_test,518.0,1.0,6953.0,6953.0,576795.0,82.9562778656695,1.0,0.0,0.0693347610761612,0.930665238923839,97472.0,1.77725338935852,1.0,C
openssl/test/quicfaultstest,8782.0,1.0,89.0,14.0,4738.0,53.2359550561798,1.0,0.0,0.989967309209785,0.0100326907902153,6067256.0,1.26754450798035,1.0,C
openssl/test/quicapitest,91316.0,1.0,1674.0,1674.0,64122.0,38.3046594982079,1.0,0.0,0.98199806430799,0.0180019356920099,6102880.0,1.38128089904785,1.0,C
openssl/test/quic_wire_test,471376.0,1.0,5131.0,5131.0,557983.0,108.747417657377,1.0,0.0,0.989232057451412,0.010767942548588,5014616.0,1.74300980567932,1.0,C
openssl/test/quic_txpim_test,82613.0,1.0,1605.0,1605.0,65117.0,40.5713395638629,1.0,0.0,0.980942316369422,0.0190576836305778,4960360.0,1.48972749710083,1.0,C
openssl/test/quic_txp_test,4740253.0,1.0,68135.0,68135.0,32223193.0,472.931577016218,1.0,0.0,0.985829970459955,0.0141700295400454,6000392.0,2.85449433326721,1.0,C
openssl/test/quic_tserver_test,8908.0,1.0,89.0,14.0,4738.0,53.2359550561798,1.0,0.0,0.990107813715683,0.0098921862843169,5974592.0,1.27410387992859,1.0,C
openssl/test/quic_stream_test,14763380.0,1.0,308436.0,308436.0,20155620.0,65.3478193207019,1.0,0.0,0.979535578194426,0.0204644218055741,5976728.0,5.02527761459351,1.0,C
openssl/test/quic_srtm_test,426686.0,1.0,5200.0,5200.0,562487.0,108.170576923077,1.0,0.0,0.987959785684185,0.0120402143158148,4964696.0,3.36159682273865,1.0,C
openssl/test/quic_srt_gen_test,309015.0,1.0,3723.0,3723.0,203338.0,54.6167069567553,1.0,0.0,0.988095466492719,0.0119045335072809,6058944.0,1.53765773773193,1.0,C
openssl/test/quic_record_test,1381178.0,1.0,25690.0,25690.0,166829071.0,6493.93036200856,1.0,0.0,0.981739580401289,0.0182604195987115,6014240.0,2.22739243507385,1.0,C
openssl/test/quic_rcidm_test,85577.0,1.0,1605.0,1605.0,63781.0,39.7389408099688,1.0,0.0,0.981590236516712,0.0184097634832878,4973488.0,1.39397835731506,1.0,C
openssl/test/quic_qlog_test,113127.0,1.0,1660.0,1660.0,206541.0,124.422289156627,1.0,0.0,0.98553843205241,0.0144615679475899,4987464.0,1.45791459083557,1.0,C
openssl/test/quic_newcid_test,8810.0,1.0,89.0,14.0,4738.0,53.2359550561798,1.0,0.0,0.989998876278234,0.0100011237217665,6058864.0,1.30431723594666,1.0,C
openssl/test/quic_multistream_test,8971.0,1.0,89.0,14.0,4738.0,53.2359550561798,1.0,0.0,0.990176600441501,0.0098233995584989,6205712.0,1.43638634681702,1.0,C
openssl/test/quic_lcidm_test,427273.0,1.0,5209.0,5209.0,562552.0,107.996160491457,1.0,0.0,0.987955568093007,0.0120444319069927,4969736.0,1.63854432106018,1.0,C
openssl/test/quic_fifd_test,86894.0,1.0,1662.0,1662.0,86716.0,52.1756919374248,1.0,0.0,0.981232214643841,0.0187677853561588,5039192.0,1.45882558822632,1.0,C
openssl/test/quic_fc_test,87488.0,1.0,1585.0,1585.0,62062.0,39.1558359621451,1.0,0.0,0.982205606637253,0.0177943933627474,4977656.0,1.30238938331604,1.0,C
openssl/test/quic_client_test,81792708.0,1.0,82429.0,82429.0,2440483.0,29.6070921641655,1.0,0.0,0.998993235272388,0.001006764727612,5964240.0,22.1065595149994,1.0,C
openssl/test/quic_cfq_test,82770.0,1.0,1595.0,1595.0,62979.0,39.4852664576803,1.0,0.0,0.981094055591774,0.0189059444082262,4960856.0,1.3302857875824,1.0,C
openssl/test/quic_cc_test,2427871.0,1.0,24923.0,24923.0,1370404.0,54.9855153873932,1.0,0.0,0.989838934700591,0.0101610652994096,4969344.0,1.52845668792725,1.0,C
openssl/test/quic_ackm_test,354192.0,1.0,6839.0,6839.0,745615.0,109.023980114052,1.0,0.0,0.981057028343827,0.0189429716561736,4990072.0,1.38534569740295,1.0,C
openssl/test/punycode_test,106897.0,1.0,1605.0,1605.0,63326.0,39.4554517133956,1.0,0.0,0.98520764594201,0.0147923540579897,4960048.0,1.35897469520569,1.0,C
openssl/test/provider_test,286786.0,1.0,3355.0,3355.0,119638.0,35.6596125186289,1.0,0.0,0.988436656660038,0.0115633433399623,4965344.0,1.56638193130493,1.0,C
openssl/test/provider_status_test,3633.0,1.0,164.0,2.0,8790.0,53.5975609756098,1.0,1.0,0.95680800632078,0.0431919936792204,4960032.0,1.31289148330688,1.0,C
openssl/test/provider_pkey_test,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120408.0,1.10882616043091,1.0,C
openssl/test/provider_internal_test,501080.0,1.0,5002.0,5002.0,309289.0,61.8330667732907,1.0,0.0,0.990116226224209,0.0098837737757912,4961016.0,1.64406561851501,1.0,C
openssl/test/provider_fallback_test,635.0,1.0,6648.0,6648.0,203346.0,30.5875451263538,1.0,0.0,0.0871893450501167,0.912810654949883,98064.0,1.47405362129211,1.0,C
openssl/test/provider_default_search_path_test,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97776.0,0.917202949523926,1.0,C
openssl/test/provfetchtest,4179659.0,1.0,38965.0,38965.0,4328701.0,111.09203131015,1.0,0.0,0.990763575990655,0.0092364240093452,4961000.0,2.19948315620422,1.0,C
openssl/test/prov_config_test,8831.0,1.0,89.0,14.0,4738.0,53.2359550561798,1.0,0.0,0.990022421524664,0.0099775784753363,4959856.0,1.25004839897156,1.0,C
openssl/test/property_test,10774683.0,1.0,163959.0,163959.0,7284978.0,44.4317054873474,1.0,0.0,0.985011027877135,0.014988972122865,4977232.0,2.51667714118958,1.0,C
openssl/test/priority_queue_test,90294742.0,1.0,8210.0,8210.0,115674570.0,14089.4725943971,1.0,0.0,0.999909083813783,9.09161862172568e-05,102912.0,20.6810109615326,1.0,C
